id,loan_amnt,funded_amnt,int_rate,grade,sub_grade,home_ownership,verification_status,issue_d,loan_status,addr_state,dti
614506,15000,15000,19.66%,G,G1,MORTGAGE,Verified,Nov-10,Charged Off,OH,16.92
614522,25000,15750,9.25%,B,B2,RENT,Source Verified,Nov-10,Fully Paid,MN,13.85
614530,6000,6000,13.35%,C,C4,MORTGAGE,Verified,Nov-10,Fully Paid,IL,18.75
614533,1800,1800,14.09%,D,D1,MORTGAGE,Not Verified,Nov-10,Charged Off,TX,16.5
614556,6250,6250,10.36%,B,B5,MORTGAGE,Source Verified,Dec-10,Charged Off,IL,10.15
614581,8500,8500,14.83%,D,D3,OWN,Not Verified,Dec-10,Fully Paid,OH,6.55
614585,4000,4000,9.99%,B,B4,MORTGAGE,Verified,Nov-10,Fully Paid,NV,5.31
614596,10000,10000,10.36%,B,B5,RENT,Source Verified,Nov-10,Charged Off,NC,15.92
614599,10000,10000,5.42%,A,A1,MORTGAGE,Not Verified,Nov-10,Fully Paid,OR,9.83
614623,2000,2000,15.20%,D,D4,MORTGAGE,Not Verified,Nov-10,Charged Off,MO,16.23
614631,8000,8000,5.79%,A,A2,MORTGAGE,Not Verified,Nov-10,Fully Paid,CA,2.9
614648,1200,1200,9.62%,B,B3,RENT,Not Verified,Nov-10,Fully Paid,GA,10.19
614649,5700,5700,6.91%,A,A5,MORTGAGE,Not Verified,Nov-10,Fully Paid,AZ,7.57
614650,7300,7300,6.91%,A,A5,RENT,Source Verified,Nov-10,Fully Paid,VA,6.28
614662,4000,4000,12.98%,C,C3,RENT,Source Verified,Nov-10,Fully Paid,OK,5.76
614675,21000,13750,8.88%,B,B1,MORTGAGE,Verified,Nov-10,Fully Paid,FL,13.23
614687,5000,5000,12.61%,C,C2,MORTGAGE,Source Verified,Nov-10,Fully Paid,RI,8.8
614703,25000,15150,12.98%,C,C3,MORTGAGE,Not Verified,Nov-10,Fully Paid,TX,21.72
614719,6250,4400,6.54%,A,A4,OWN,Source Verified,Nov-10,Fully Paid,OH,23.73
614758,12000,12000,15.95%,E,E1,RENT,Source Verified,Nov-10,Fully Paid,TX,22.47
614768,12500,12500,8.88%,B,B1,RENT,Verified,Nov-10,Fully Paid,FL,20.71
614770,16000,3325,6.54%,A,A4,MORTGAGE,Verified,Nov-10,Fully Paid,TX,6.05
614791,11000,11000,5.42%,A,A1,MORTGAGE,Not Verified,Nov-10,Fully Paid,VA,8.93
614802,6000,6000,10.36%,B,B5,RENT,Not Verified,Nov-10,Fully Paid,CA,9.19
614811,3000,3000,8.88%,B,B1,MORTGAGE,Not Verified,Nov-10,Fully Paid,CA,14.12
614816,5000,5000,5.79%,A,A2,RENT,Verified,Nov-10,Fully Paid,NY,9.18
614818,6000,6000,15.57%,D,D5,MORTGAGE,Source Verified,Nov-10,Fully Paid,NV,2.23
614831,25000,16950,10.36%,B,B5,MORTGAGE,Source Verified,Nov-10,Fully Paid,MN,10.6
614849,2500,2500,12.23%,C,C1,MORTGAGE,Verified,Nov-10,Charged Off,OR,12.48
614859,8000,5300,6.54%,A,A4,RENT,Not Verified,Nov-10,Fully Paid,CA,12.04
614879,6000,6000,9.25%,B,B2,RENT,Not Verified,Nov-10,Fully Paid,CA,9.1
614880,18000,18000,15.20%,D,D4,MORTGAGE,Source Verified,Nov-10,Fully Paid,CA,8.7
614919,20000,12475,9.99%,B,B4,MORTGAGE,Verified,Nov-10,Fully Paid,CO,16.74
614920,3500,3500,9.99%,B,B4,RENT,Source Verified,Nov-10,Fully Paid,CA,8.97
614925,13500,13500,12.23%,C,C1,RENT,Verified,Nov-10,Fully Paid,MA,19.88
614931,6000,6000,5.79%,A,A2,MORTGAGE,Not Verified,Nov-10,Fully Paid,NC,19.31
614943,4750,4750,14.83%,D,D3,MORTGAGE,Verified,Nov-10,Fully Paid,MA,21.55
614950,8000,8000,9.25%,B,B2,MORTGAGE,Verified,Nov-10,Fully Paid,NV,10.74
614964,14000,14000,12.61%,C,C2,RENT,Verified,Nov-10,Fully Paid,NJ,6.72
614966,2100,2100,6.91%,A,A5,OWN,Source Verified,Nov-10,Fully Paid,PA,6.45
614983,5500,5500,14.46%,D,D2,RENT,Not Verified,Nov-10,Fully Paid,CA,20.82
614984,12000,7450,6.91%,A,A5,RENT,Verified,Nov-10,Fully Paid,NY,16.36
614997,20000,13075,16.32%,E,E2,MORTGAGE,Not Verified,Dec-10,Fully Paid,AZ,9.02
615036,6000,6000,5.79%,A,A2,MORTGAGE,Not Verified,Nov-10,Fully Paid,AR,7.89
615038,10000,10000,17.43%,E,E5,RENT,Source Verified,Nov-10,Charged Off,CA,11.95
615055,5200,5200,5.42%,A,A1,MORTGAGE,Source Verified,Nov-10,Fully Paid,GA,4.45
615067,15000,15000,17.80%,F,F1,MORTGAGE,Not Verified,Nov-10,Fully Paid,CO,7.46
615108,15000,15000,13.72%,C,C5,RENT,Source Verified,Nov-10,Fully Paid,NY,7.94
615117,2200,2200,5.42%,A,A1,OWN,Not Verified,Nov-10,Fully Paid,NY,12.04
615139,14000,2225,6.91%,A,A5,RENT,Not Verified,Nov-10,Fully Paid,PA,16.43
615158,3500,3500,5.42%,A,A1,MORTGAGE,Verified,Nov-10,Fully Paid,MN,7.43
615162,10000,6200,5.79%,A,A2,MORTGAGE,Source Verified,Nov-10,Fully Paid,MI,18.67
615166,5000,5000,10.36%,B,B5,RENT,Verified,Dec-10,Fully Paid,VA,10.55
615178,12000,12000,12.23%,C,C1,MORTGAGE,Not Verified,Nov-10,Fully Paid,WV,13.96
615260,11200,11050,10.36%,B,B5,RENT,Not Verified,Nov-10,Fully Paid,CA,18.45
615284,20000,2050,6.54%,A,A4,MORTGAGE,Verified,Dec-10,Fully Paid,NJ,20.96
615302,7000,7000,8.88%,B,B1,RENT,Source Verified,Nov-10,Fully Paid,CO,11.83
615313,4500,4500,13.35%,C,C4,MORTGAGE,Verified,Nov-10,Charged Off,MN,12.91
615325,12925,11550,6.54%,A,A4,MORTGAGE,Verified,Nov-10,Fully Paid,TX,13.15
615346,9600,9600,14.09%,D,D1,OWN,Not Verified,Nov-10,Fully Paid,CA,20.75
615373,20000,3050,6.91%,A,A5,MORTGAGE,Verified,Nov-10,Fully Paid,CO,15.4
615402,5600,5600,14.46%,D,D2,RENT,Not Verified,Nov-10,Charged Off,MA,16.36
615413,12500,11950,9.62%,B,B3,RENT,Not Verified,Nov-10,Fully Paid,VA,11.84
615422,7000,7000,5.42%,A,A1,MORTGAGE,Verified,Nov-10,Fully Paid,FL,11.38
615426,10000,7975,12.98%,C,C3,RENT,Not Verified,Nov-10,Fully Paid,CA,13.13
615430,12000,10275,10.36%,B,B5,RENT,Source Verified,Nov-10,Fully Paid,CA,10.2
615438,3600,3600,14.09%,D,D1,RENT,Verified,Nov-10,Fully Paid,MA,7.11
615442,10000,10000,16.32%,E,E2,RENT,Source Verified,Dec-10,Fully Paid,NJ,0.26
615452,6000,6000,15.95%,E,E1,RENT,Source Verified,Nov-10,Fully Paid,IL,13.54
615476,15250,15250,12.98%,C,C3,OWN,Verified,Dec-10,Fully Paid,MI,20.3
615510,5000,3475,5.79%,A,A2,OWN,Not Verified,Nov-10,Fully Paid,TX,6.06
615530,4000,4000,8.88%,B,B1,RENT,Verified,Nov-10,Fully Paid,CA,13.51
615553,8000,4875,6.17%,A,A3,RENT,Source Verified,Nov-10,Fully Paid,NY,7.2
615558,2500,2500,9.99%,B,B4,MORTGAGE,Source Verified,Nov-10,Fully Paid,NJ,11.92
615620,10000,10000,15.57%,D,D5,MORTGAGE,Source Verified,Nov-10,Fully Paid,IL,17.31
615639,6000,6000,6.17%,A,A3,RENT,Verified,Nov-10,Fully Paid,GA,23
615677,10000,6125,6.54%,A,A4,MORTGAGE,Not Verified,Nov-10,Fully Paid,CA,15.7
615693,17500,11050,9.25%,B,B2,RENT,Not Verified,Nov-10,Fully Paid,TX,6.04
615699,7000,4450,6.54%,A,A4,RENT,Source Verified,Nov-10,Fully Paid,MA,11.58
615700,8000,8000,14.46%,D,D2,RENT,Source Verified,Nov-10,Charged Off,CA,2
615707,10000,6250,6.54%,A,A4,RENT,Not Verified,Nov-10,Fully Paid,NY,2.05
615709,3000,3000,6.17%,A,A3,MORTGAGE,Not Verified,Nov-10,Fully Paid,NJ,1.33
615718,1000,1000,9.62%,B,B3,RENT,Not Verified,Nov-10,Fully Paid,NJ,11.31
615720,7100,7100,9.25%,B,B2,MORTGAGE,Source Verified,Nov-10,Fully Paid,DE,7.25
615731,20000,20000,13.35%,C,C4,MORTGAGE,Verified,Nov-10,Fully Paid,TX,15.68
615743,4000,4000,13.35%,C,C4,MORTGAGE,Not Verified,Nov-10,Fully Paid,MD,8.65
615756,25000,17025,13.35%,C,C4,MORTGAGE,Source Verified,Nov-10,Fully Paid,TX,15.18
615768,3000,3000,13.72%,C,C5,RENT,Not Verified,Nov-10,Fully Paid,NY,7.89
615802,16000,11450,12.23%,C,C1,RENT,Source Verified,Nov-10,Fully Paid,NY,6.76
615820,7000,7000,10.36%,B,B5,RENT,Verified,Nov-10,Fully Paid,CA,13.94
615822,12000,12000,12.61%,C,C2,OWN,Verified,Nov-10,Fully Paid,MA,17.53
615853,4800,4800,12.98%,C,C3,RENT,Not Verified,Nov-10,Fully Paid,FL,5.88
615902,25000,17175,20.77%,G,G4,MORTGAGE,Verified,Nov-10,Fully Paid,MA,17.59
615909,15000,15000,9.25%,B,B2,MORTGAGE,Verified,Nov-10,Fully Paid,SC,15.38
615927,15000,9325,6.91%,A,A5,MORTGAGE,Source Verified,Nov-10,Fully Paid,TX,5.78
615933,18000,11350,18.91%,F,F4,RENT,Source Verified,Nov-10,Fully Paid,CA,13.89
615963,10000,6925,9.62%,B,B3,MORTGAGE,Source Verified,Nov-10,Fully Paid,NV,18.68
615990,10000,7650,5.42%,A,A1,RENT,Verified,Nov-10,Fully Paid,NJ,22.78
615995,4500,4500,12.98%,C,C3,OWN,Source Verified,Nov-10,Fully Paid,CA,7.27
615996,5000,5000,9.25%,B,B2,MORTGAGE,Verified,Nov-10,Fully Paid,CO,4.96
615998,1600,1600,15.95%,E,E1,RENT,Source Verified,Nov-10,Fully Paid,CA,8.22
616001,9250,9250,9.99%,B,B4,RENT,Verified,Nov-10,Fully Paid,AZ,20.58
616011,12200,8500,9.62%,B,B3,RENT,Not Verified,Dec-10,Charged Off,CA,23.12
616024,20000,12100,6.17%,A,A3,MORTGAGE,Verified,Nov-10,Fully Paid,NY,0.41
616042,3700,3700,9.99%,B,B4,MORTGAGE,Verified,Nov-10,Charged Off,UT,10.59
616045,13200,13200,12.98%,C,C3,MORTGAGE,Source Verified,Nov-10,Fully Paid,CO,8.88
616057,10400,9750,6.17%,A,A3,RENT,Verified,Nov-10,Fully Paid,CA,17.67
616083,15000,10325,6.54%,A,A4,MORTGAGE,Verified,Nov-10,Fully Paid,TX,9.24
616086,11400,11400,16.32%,E,E2,RENT,Verified,Nov-10,Fully Paid,VA,16.93
616126,10000,10000,9.99%,B,B4,MORTGAGE,Verified,Nov-10,Charged Off,NJ,15.54
616162,14000,1550,6.54%,A,A4,RENT,Not Verified,Nov-10,Fully Paid,CA,15.14
616163,2000,2000,10.36%,B,B5,RENT,Not Verified,Nov-10,Fully Paid,TX,21.14
616177,4500,4500,9.62%,B,B3,RENT,Source Verified,Nov-10,Fully Paid,MN,12.69
616203,5000,5000,6.91%,A,A5,MORTGAGE,Not Verified,Nov-10,Fully Paid,WI,12.75
616204,2800,2800,6.54%,A,A4,RENT,Verified,Nov-10,Fully Paid,NM,2.08
616213,24000,14575,9.99%,B,B4,MORTGAGE,Verified,Nov-10,Fully Paid,AL,8.08
616214,20000,20000,18.25%,F,F1,MORTGAGE,Verified,Mar-11,Fully Paid,OH,22.41
616223,2100,2100,15.57%,D,D5,RENT,Verified,Nov-10,Fully Paid,NC,20.96
616251,3250,3250,9.25%,B,B2,RENT,Source Verified,Nov-10,Fully Paid,CO,13.5
616256,5500,5500,12.98%,C,C3,MORTGAGE,Not Verified,Nov-10,Fully Paid,CO,8.64
616266,10000,10000,5.42%,A,A1,MORTGAGE,Not Verified,Nov-10,Fully Paid,OR,13.11
616269,4000,4000,5.42%,A,A1,MORTGAGE,Verified,Nov-10,Fully Paid,HI,5.89
616311,20000,12300,6.54%,A,A4,MORTGAGE,Verified,Nov-10,Fully Paid,VA,0
616327,8000,8000,14.83%,D,D3,RENT,Source Verified,Nov-10,Fully Paid,NY,10.88
616339,14000,8550,6.91%,A,A5,MORTGAGE,Source Verified,Nov-10,Fully Paid,FL,12.7
616392,25000,25000,20.77%,G,G4,MORTGAGE,Verified,Nov-10,Fully Paid,TX,19.12
616408,6000,6000,8.88%,B,B1,RENT,Source Verified,Nov-10,Fully Paid,MA,12.86
616455,6250,6250,6.91%,A,A5,RENT,Not Verified,Dec-10,Fully Paid,VA,23.68
616464,1800,1800,8.88%,B,B1,MORTGAGE,Verified,Nov-10,Charged Off,NC,24.56
616473,25000,15150,10.36%,B,B5,MORTGAGE,Verified,Nov-10,Fully Paid,NJ,11.89
616492,21600,13225,6.91%,A,A5,MORTGAGE,Source Verified,Nov-10,Fully Paid,AR,14.97
616503,20000,12250,6.17%,A,A3,MORTGAGE,Verified,Nov-10,Fully Paid,GA,14.14
616518,6725,6725,8.88%,B,B1,RENT,Verified,Dec-10,Fully Paid,PA,6.62
616548,3000,3000,9.62%,B,B3,RENT,Not Verified,Nov-10,Charged Off,NJ,19.92
616568,3600,3600,9.62%,B,B3,RENT,Source Verified,Nov-10,Charged Off,CA,7
616585,4400,4400,12.61%,C,C2,RENT,Not Verified,Nov-10,Fully Paid,NY,23.6
616589,11200,11200,9.99%,B,B4,RENT,Verified,Nov-10,Fully Paid,WI,15.82
616602,4500,4500,12.61%,C,C2,RENT,Source Verified,Nov-10,Fully Paid,AR,23.25
616605,6000,6000,14.09%,D,D1,RENT,Verified,Nov-10,Fully Paid,MA,20.26
616624,18000,11625,9.62%,B,B3,RENT,Not Verified,Nov-10,Fully Paid,NY,19.9
616629,5000,5000,5.79%,A,A2,MORTGAGE,Source Verified,Dec-10,Fully Paid,IL,11.76
616684,12000,12000,13.72%,C,C5,MORTGAGE,Source Verified,Nov-10,Charged Off,CA,8.78
616688,6000,6000,8.88%,B,B1,OWN,Source Verified,Nov-10,Fully Paid,PA,3.6
616689,22000,22000,13.72%,C,C5,MORTGAGE,Verified,Nov-10,Fully Paid,CA,12.16
616722,12000,9400,6.54%,A,A4,MORTGAGE,Not Verified,Nov-10,Fully Paid,AZ,0.88
616744,8600,8600,14.09%,D,D1,MORTGAGE,Not Verified,Nov-10,Fully Paid,CO,17.48
616749,3000,3000,9.99%,B,B4,MORTGAGE,Not Verified,Nov-10,Fully Paid,TX,19.49
616771,3900,3900,15.20%,D,D4,RENT,Source Verified,Nov-10,Fully Paid,FL,17.5
616772,20000,12000,6.54%,A,A4,MORTGAGE,Verified,Nov-10,Fully Paid,TX,2.13
616778,20000,13175,6.54%,A,A4,MORTGAGE,Verified,Nov-10,Fully Paid,CA,16.56
616780,4200,4200,12.23%,C,C1,RENT,Source Verified,Nov-10,Fully Paid,PA,19.13
616825,15000,15000,6.91%,A,A5,MORTGAGE,Verified,Nov-10,Fully Paid,OH,20.68
616829,5000,5000,12.23%,C,C1,RENT,Source Verified,Nov-10,Charged Off,AK,16.27
616854,5000,5000,12.23%,C,C1,MORTGAGE,Not Verified,Nov-10,Charged Off,CA,4.9
616870,9600,9600,9.62%,B,B3,MORTGAGE,Verified,Nov-10,Fully Paid,MI,9.19
616871,18250,14600,16.69%,E,E3,MORTGAGE,Not Verified,Nov-10,Fully Paid,GA,14.78
616874,20000,12325,6.54%,A,A4,RENT,Source Verified,Nov-10,Fully Paid,TX,4.07
616877,15000,10200,6.54%,A,A4,RENT,Verified,Nov-10,Fully Paid,CA,22.24
616882,1350,1350,5.42%,A,A1,RENT,Source Verified,Nov-10,Fully Paid,CA,11.89
616906,10000,10000,12.61%,C,C2,MORTGAGE,Not Verified,Nov-10,Fully Paid,CA,12.39
616919,25000,22050,12.23%,C,C1,RENT,Verified,Nov-10,Fully Paid,NC,14.57
616921,9600,9600,17.43%,E,E5,MORTGAGE,Verified,Nov-10,Charged Off,CA,10.3
616927,16000,9650,6.91%,A,A5,MORTGAGE,Not Verified,Nov-10,Fully Paid,CA,6.7
616933,12800,8200,5.79%,A,A2,MORTGAGE,Not Verified,Nov-10,Fully Paid,PA,4.99
616942,1000,1000,10.36%,B,B5,MORTGAGE,Source Verified,Nov-10,Fully Paid,GA,0
616945,15000,15000,9.25%,B,B2,MORTGAGE,Source Verified,Nov-10,Fully Paid,PA,0.56
616949,2000,2000,9.99%,B,B4,MORTGAGE,Source Verified,Nov-10,Fully Paid,PA,18.21
616963,12000,11650,8.88%,B,B1,RENT,Not Verified,Nov-10,Fully Paid,CO,8.5
616966,14600,14600,12.61%,C,C2,OWN,Source Verified,Nov-10,Charged Off,IL,16.17
616989,12800,12800,15.20%,D,D4,RENT,Not Verified,Nov-10,Fully Paid,NJ,10.02
616991,5000,5000,6.17%,A,A3,RENT,Not Verified,Nov-10,Fully Paid,NY,2.67
617031,20000,15325,8.88%,B,B1,MORTGAGE,Source Verified,Nov-10,Fully Paid,WA,7.8
617034,6000,6000,6.54%,A,A4,RENT,Verified,Dec-10,Fully Paid,TX,4.97
617056,9500,9500,16.32%,E,E2,MORTGAGE,Verified,Nov-10,Fully Paid,WA,13.71
617133,14000,10700,17.80%,F,F1,MORTGAGE,Source Verified,Nov-10,Fully Paid,GA,18.88
617145,18000,18000,19.29%,F,F5,MORTGAGE,Source Verified,Nov-10,Charged Off,MA,13.38
617149,1600,1600,9.62%,B,B3,MORTGAGE,Not Verified,Nov-10,Fully Paid,OH,4.1
617155,8500,5500,5.79%,A,A2,RENT,Not Verified,Nov-10,Fully Paid,CA,22.03
617163,10800,10800,8.88%,B,B1,RENT,Not Verified,Nov-10,Fully Paid,TX,4.47
617168,8400,8400,12.98%,C,C3,OWN,Verified,Nov-10,Fully Paid,MN,15.26
617174,4200,4200,5.79%,A,A2,MORTGAGE,Not Verified,Nov-10,Fully Paid,CA,7.57
617175,21000,13225,9.62%,B,B3,RENT,Verified,Nov-10,Fully Paid,CO,0.32
617181,18000,10900,6.54%,A,A4,MORTGAGE,Verified,Nov-10,Fully Paid,NY,14.31
617188,15000,10025,9.99%,B,B4,MORTGAGE,Source Verified,Nov-10,Fully Paid,CT,13.65
617204,1200,1200,8.88%,B,B1,RENT,Not Verified,Nov-10,Fully Paid,NY,11.5
617211,12000,12000,5.79%,A,A2,MORTGAGE,Source Verified,Dec-10,Fully Paid,MI,0.28
617225,7200,7200,12.61%,C,C2,RENT,Not Verified,Nov-10,Fully Paid,WI,9.06
617245,8400,8400,18.54%,F,F3,RENT,Verified,Nov-10,Fully Paid,MA,19.51
617250,18000,10925,9.25%,B,B2,RENT,Verified,Nov-10,Fully Paid,CO,21.1
617271,6000,6000,6.91%,A,A5,MORTGAGE,Verified,Nov-10,Fully Paid,CA,11.66
617277,12000,7325,6.91%,A,A5,OWN,Source Verified,Nov-10,Fully Paid,NJ,24.06
617318,13775,13775,12.98%,C,C3,RENT,Verified,Nov-10,Charged Off,CA,15
617343,20000,12500,6.54%,A,A4,MORTGAGE,Verified,Nov-10,Fully Paid,PA,9.23
617355,4000,4000,15.20%,D,D4,RENT,Not Verified,Nov-10,Fully Paid,CA,3.2
617362,5000,5000,10.36%,B,B5,RENT,Source Verified,Nov-10,Fully Paid,FL,19.01
617381,12000,12000,14.46%,D,D2,MORTGAGE,Verified,Nov-10,Fully Paid,FL,9.76
617398,3000,3000,10.36%,B,B5,RENT,Source Verified,Dec-10,Fully Paid,FL,21.28
617406,15000,15000,6.17%,A,A3,RENT,Verified,Dec-10,Fully Paid,SC,16.49
617417,1500,1500,9.62%,B,B3,OWN,Source Verified,Nov-10,Fully Paid,GA,14.06
617426,10000,10000,12.61%,C,C2,OWN,Not Verified,Dec-10,Fully Paid,NJ,11.85
617431,3000,3000,12.98%,C,C3,OWN,Not Verified,Nov-10,Fully Paid,MA,8.55
617443,15000,9225,6.17%,A,A3,RENT,Source Verified,Dec-10,Fully Paid,OR,3.98
617449,14000,10375,10.36%,B,B5,MORTGAGE,Source Verified,Nov-10,Fully Paid,NJ,18.33
617463,10000,10000,6.17%,A,A3,MORTGAGE,Verified,Nov-10,Fully Paid,AR,1.55
617470,18000,11275,10.36%,B,B5,RENT,Source Verified,Nov-10,Fully Paid,CA,21.68
617480,2000,2000,6.17%,A,A3,RENT,Verified,Nov-10,Fully Paid,CA,2.63
617528,18000,11225,6.17%,A,A3,RENT,Source Verified,Nov-10,Fully Paid,CA,14.29
617537,6500,6500,9.25%,B,B2,RENT,Source Verified,Nov-10,Fully Paid,NC,6.44
617538,25000,16925,13.72%,C,C5,MORTGAGE,Verified,Nov-10,Fully Paid,TX,3.77
617588,8400,6100,5.79%,A,A2,RENT,Source Verified,Nov-10,Fully Paid,CA,15.32
617596,20000,12175,6.54%,A,A4,MORTGAGE,Verified,Nov-10,Fully Paid,CO,15.22
617636,15000,15000,13.72%,C,C5,RENT,Source Verified,Nov-10,Fully Paid,CA,12.64
617663,8000,5800,5.79%,A,A2,RENT,Source Verified,Dec-10,Fully Paid,NY,4.8
617670,7500,7500,6.17%,A,A3,MORTGAGE,Verified,Nov-10,Fully Paid,KY,2.4
617683,20000,14800,15.57%,D,D5,RENT,Verified,Nov-10,Charged Off,NC,13.97
617686,25000,25000,14.46%,D,D2,MORTGAGE,Verified,Nov-10,Fully Paid,NJ,10.71
617698,4000,4000,9.25%,B,B2,MORTGAGE,Not Verified,Nov-10,Fully Paid,NY,16.16
617711,8500,8500,5.79%,A,A2,OWN,Not Verified,Dec-10,Fully Paid,NM,9.87
617717,18000,11200,6.54%,A,A4,RENT,Verified,Dec-10,Charged Off,NY,16.04
617718,2500,2500,6.91%,A,A5,RENT,Source Verified,Dec-10,Fully Paid,LA,24.79
617728,1200,1200,9.62%,B,B3,RENT,Verified,Nov-10,Fully Paid,CA,13.56
617729,20000,16150,18.54%,F,F3,RENT,Verified,Nov-10,Fully Paid,NY,14.33
617755,24000,14625,9.25%,B,B2,MORTGAGE,Verified,Nov-10,Fully Paid,MD,14.76
617775,25000,15075,12.98%,C,C3,MORTGAGE,Verified,Nov-10,Fully Paid,TX,4.16
617788,10000,6175,6.54%,A,A4,MORTGAGE,Not Verified,Nov-10,Fully Paid,WA,17
617799,25000,15175,16.32%,E,E2,MORTGAGE,Verified,Nov-10,Fully Paid,PA,22.19
617833,20000,12100,6.54%,A,A4,RENT,Verified,Nov-10,Fully Paid,CA,13.26
617872,20000,20000,6.91%,A,A5,MORTGAGE,Verified,Nov-10,Fully Paid,NC,9
617877,8500,8500,9.99%,B,B4,MORTGAGE,Verified,Nov-10,Fully Paid,NY,13.53
617879,25000,15300,20.03%,G,G2,MORTGAGE,Source Verified,Nov-10,Fully Paid,TX,9.46
617907,12000,9500,10.36%,B,B5,RENT,Not Verified,Nov-10,Fully Paid,MA,24.34
617930,8000,4975,5.79%,A,A2,MORTGAGE,Source Verified,Nov-10,Fully Paid,NJ,4.03
617943,25000,15650,14.83%,D,D3,MORTGAGE,Verified,Nov-10,Fully Paid,MO,15.9
617950,5000,5000,13.35%,C,C4,OWN,Source Verified,Dec-10,Fully Paid,TX,7.35
617995,5000,5000,9.62%,B,B3,MORTGAGE,Verified,Nov-10,Fully Paid,NY,0
618005,12000,12000,12.61%,C,C2,OWN,Verified,Nov-10,Fully Paid,FL,1.38
618006,13000,9850,10.36%,B,B5,MORTGAGE,Verified,Nov-10,Charged Off,IL,23.46
618014,1200,1200,10.36%,B,B5,RENT,Verified,Nov-10,Charged Off,GA,24.8
618015,6000,6000,9.99%,B,B4,MORTGAGE,Not Verified,Nov-10,Fully Paid,SC,19.95
618031,5000,5000,10.36%,B,B5,OWN,Not Verified,Nov-10,Fully Paid,NC,7.05
618048,16750,16750,9.25%,B,B2,MORTGAGE,Verified,Dec-10,Fully Paid,CA,13.23
618059,10000,10000,12.61%,C,C2,RENT,Source Verified,Nov-10,Fully Paid,FL,3.56
618067,3600,3600,6.91%,A,A5,RENT,Not Verified,Nov-10,Fully Paid,CA,2.35
618078,22000,13300,12.23%,C,C1,MORTGAGE,Source Verified,Dec-10,Charged Off,MO,5.21
618115,5000,5000,9.99%,B,B4,RENT,Source Verified,Nov-10,Fully Paid,CA,4.46
618122,5500,5500,8.88%,B,B1,RENT,Source Verified,Nov-10,Fully Paid,NC,9.76
618139,5500,5500,10.36%,B,B5,RENT,Verified,Nov-10,Fully Paid,CA,23.6
618169,1000,1000,10.36%,B,B5,OWN,Source Verified,Nov-10,Fully Paid,MI,13.18
618187,20000,20000,20.40%,G,G3,MORTGAGE,Verified,Dec-10,Fully Paid,AR,23.58
618208,2800,2800,6.54%,A,A4,RENT,Source Verified,Nov-10,Charged Off,FL,10.92
618223,8000,8000,5.79%,A,A2,OWN,Not Verified,Nov-10,Fully Paid,FL,19.65
618225,12000,7600,9.99%,B,B4,MORTGAGE,Source Verified,Nov-10,Charged Off,GA,19.16
618229,6000,6000,8.88%,B,B1,RENT,Verified,Dec-10,Fully Paid,AZ,1.41
618238,13000,7925,6.17%,A,A3,RENT,Verified,Nov-10,Fully Paid,MO,4.68
618239,8000,8000,9.99%,B,B4,OWN,Source Verified,Nov-10,Fully Paid,OK,15.65
618247,9250,5975,5.79%,A,A2,MORTGAGE,Not Verified,Nov-10,Fully Paid,IL,8.14
618265,6250,6250,5.79%,A,A2,MORTGAGE,Not Verified,Dec-10,Fully Paid,MI,15
618280,15800,9650,9.99%,B,B4,MORTGAGE,Not Verified,Nov-10,Fully Paid,WA,9.28
618282,9000,5625,6.54%,A,A4,MORTGAGE,Not Verified,Nov-10,Fully Paid,OH,24.28
618290,5000,5000,9.99%,B,B4,RENT,Source Verified,Nov-10,Fully Paid,GA,20.77
618301,14000,8575,13.35%,C,C4,MORTGAGE,Not Verified,Nov-10,Fully Paid,OR,10.3
618343,15000,15000,14.83%,D,D3,MORTGAGE,Not Verified,Nov-10,Fully Paid,GA,15.56
618421,4800,4800,13.35%,C,C4,RENT,Verified,Nov-10,Fully Paid,NH,12.28
618422,3250,3250,14.83%,D,D3,RENT,Verified,Dec-10,Fully Paid,CA,23.43
618453,5500,5500,6.54%,A,A4,RENT,Source Verified,Dec-10,Fully Paid,TX,22.27
618465,12800,12800,12.61%,C,C2,RENT,Verified,Nov-10,Charged Off,FL,9.02
618470,10200,6350,6.91%,A,A5,MORTGAGE,Not Verified,Nov-10,Fully Paid,FL,7.9
618484,4750,4750,12.23%,C,C1,MORTGAGE,Not Verified,Nov-10,Fully Paid,CO,15.55
618511,16500,11075,6.54%,A,A4,OWN,Verified,Nov-10,Fully Paid,WA,4.5
618530,1500,1500,6.91%,A,A5,RENT,Not Verified,Nov-10,Fully Paid,MI,0.74
618544,6000,6000,9.25%,B,B2,OWN,Source Verified,Nov-10,Fully Paid,NY,6.99
618572,2000,2000,8.88%,B,B1,RENT,Source Verified,Nov-10,Fully Paid,MD,9.29
618580,2000,2000,6.91%,A,A5,OWN,Not Verified,Nov-10,Fully Paid,IL,6.88
618625,10950,6725,6.91%,A,A5,RENT,Not Verified,Nov-10,Fully Paid,WI,13.34
618627,12000,12000,5.79%,A,A2,MORTGAGE,Not Verified,Nov-10,Fully Paid,WI,22.13
618682,8000,8000,10.36%,B,B5,MORTGAGE,Not Verified,Nov-10,Fully Paid,NH,17.12
618705,15000,15000,16.69%,E,E3,MORTGAGE,Verified,Dec-10,Fully Paid,PA,19.25
618710,10500,10500,5.79%,A,A2,MORTGAGE,Source Verified,Nov-10,Fully Paid,FL,13.09
